Transaction_ID,Transaction_DateTime,Product_ID,Product_Name,Category,Brand,Model,Product_Type,Quantity,Total_Amount,Unit_Price,Customer_ID,Customer_Age,Customer_Gender,Order_Type,Delivery_Time_Min,Payment_Method,Customer_Rating,Supplier_ID,Discount_Applied,Staff_ID,Transaction_Status,Inventory_Level
T04183,15/8/2024 2:57,P7440,Vivo Charger,Charger,Vivo,Vivo 13,Accessory,3,284.41,96,C311,58,Female,Lazada,30,Credit Card,3.8,S003,3.59,ST009,Completed,86
T04184,9/8/2023 7:29,P5638,Vivo 20 Speaker Replacement,Speaker,Vivo,Vivo 20,Repair,1,262,262,C505,18,Female,Walk-In,85,Online Banking,4.6,S001,0,ST010,Completed,46
T04185,24/7/2023 4:36,P7012,Xiaomi Cable,Cable,Xiaomi,Xiaomi 16,Accessory,2,69.21,36,C638,27,Female,Walk-In,60,Online Banking,4,S004,2.79,ST009,Completed,27
T04186,24/9/2023 8:29,P2589,Huawei 23 Screen Replacement,Screen,Huawei,Huawei 23,Repair,1,106,106,C252,54,Male,Walk-In,50,QR Pay,5,S001,0,ST010,Completed,44
T04187,11/8/2024 2:28,P2925,Vivo 25 Speaker Replacement,Speaker,Vivo,Vivo 25,Repair,1,161,161,C544,43,Male,Shopee,100,Online Banking,4.8,S002,0,ST003,Completed,3
T04188,29/4/2024 9:00,P8971,Apple Headphones,Headphones,Apple,Apple 22,Accessory,2,332.34,169,C353,59,Female,Shopee,30,Online Banking,4.2,S003,5.66,ST004,Cancelled,79
T04189,12/12/2024 6:28,P9168,Apple Case,Case,Apple,Apple 20,Accessory,1,179.07,185,C521,46,Female,Lazada,60,Credit Card,3.4,S004,5.93,ST001,Completed,9
T04190,26/1/2024 2:06,P3190,Samsung 12 Speaker Replacement,Speaker,Samsung,Samsung 12,Repair,1,253,253,C344,35,Female,Lazada,38,QR Pay,3.4,S001,0,ST008,Completed,52
T04191,27/11/2023 1:57,P3300,Oppo 15 Battery Replacement,Battery,Oppo,Oppo 15,Repair,1,282,282,C181,39,Male,Lazada,68,Credit Card,3.6,S004,0,ST004,Cancelled,49
T04192,21/8/2024 4:07,P9574,Xiaomi Charger,Charger,Xiaomi,Xiaomi 22,Accessory,1,110.7,119,C633,52,Male,Lazada,30,Credit Card,3.6,S004,8.3,ST007,Refunded,28
T04193,5/2/2025 10:46,P8692,Huawei Screen Protector,Screen Protector,Huawei,Huawei 19,Accessory,3,389.07,131,C565,39,Female,Walk-In,0,Cash,4.4,S002,3.93,ST001,Completed,30
T04194,6/6/2023 22:12,P4788,Realme 11 Camera Replacement,Camera,Realme,Realme 11,Repair,1,302,302,C816,55,Female,Shopee,141,Cash,3.6,S002,0,ST001,Completed,66
T04195,22/6/2024 2:03,P4703,Realme Cable,Cable,Realme,Realme 23,Accessory,3,345.57,117,C321,18,Male,Shopee,60,Online Banking,4.4,S003,5.43,ST009,Completed,90
T04196,10/8/2025 4:02,P5859,Vivo Cable,Cable,Vivo,Vivo 14,Accessory,1,83.87,88,C172,27,Female,Walk-In,30,Credit Card,3.4,S002,4.13,ST001,Completed,54
T04197,23/8/2023 8:22,P9705,Realme Case,Case,Realme,Realme 17,Accessory,2,259.61,134,C284,46,Male,Shopee,60,QR Pay,3.5,S002,8.39,ST004,Cancelled,71
T04198,25/6/2024 23:39,P1979,Vivo 21 Camera Replacement,Camera,Vivo,Vivo 21,Repair,1,119,119,C562,28,Male,Walk-In,100,Online Banking,4,S003,0,ST007,Completed,11
T04199,10/6/2025 3:07,P9900,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 13,Accessory,1,172.42,174,C225,56,Female,Lazada,0,Credit Card,3.2,S001,1.58,ST008,Completed,21
T04200,4/5/2023 4:59,P1349,Vivo Screen Protector,Screen Protector,Vivo,Vivo 18,Accessory,3,65.82,25,C668,53,Female,Walk-In,0,Credit Card,4.9,S001,9.18,ST004,Refunded,63
T04201,21/9/2023 0:58,P5460,Xiaomi 14 Speaker Replacement,Speaker,Xiaomi,Xiaomi 14,Repair,1,141,141,C172,60,Male,Lazada,97,Credit Card,3.6,S001,0,ST009,Completed,25
T04202,12/2/2025 4:17,P2350,Oppo Charger,Charger,Oppo,Oppo 10,Accessory,3,143.24,49,C481,35,Female,Shopee,0,QR Pay,3.4,S004,3.76,ST009,Completed,66
T04203,10/6/2024 6:40,P5410,Samsung Headphones,Headphones,Samsung,Samsung 19,Accessory,2,164.32,87,C136,18,Male,Walk-In,60,QR Pay,4.4,S003,9.68,ST007,Completed,33
T04204,19/1/2024 22:41,P6080,Vivo Charger,Charger,Vivo,Vivo 13,Accessory,3,169.37,57,C753,57,Male,Shopee,0,QR Pay,4.9,S004,1.63,ST007,Completed,16
T04205,2/10/2025 1:40,P5025,Vivo Charger,Charger,Vivo,Vivo 10,Accessory,3,567.38,192,C874,49,Female,Shopee,0,Online Banking,3.8,S001,8.62,ST007,Completed,71
T04206,9/12/2023 9:41,P8940,Realme 22 Camera Replacement,Camera,Realme,Realme 22,Repair,1,140,140,C688,39,Male,Shopee,43,Cash,4.3,S003,0,ST006,Completed,40
T04207,3/6/2023 8:03,P4487,Huawei 14 Screen Replacement,Screen,Huawei,Huawei 14,Repair,1,86,86,C301,32,Male,Shopee,148,Credit Card,4.8,S002,0,ST009,Completed,49
T04208,15/4/2024 9:04,P2884,Xiaomi Cable,Cable,Xiaomi,Xiaomi 22,Accessory,1,42.32,47,C205,30,Male,Lazada,0,Online Banking,3.6,S002,4.68,ST006,Completed,94
T04209,30/9/2025 22:45,P6891,Apple 18 Camera Replacement,Camera,Apple,Apple 18,Repair,1,349,349,C145,25,Female,Walk-In,75,QR Pay,4.5,S003,0,ST005,Completed,42
T04210,29/11/2022 22:28,P1609,Oppo 19 Charging Port Replacement,Charging Port,Oppo,Oppo 19,Repair,1,255,255,C360,21,Male,Lazada,49,Online Banking,3.5,S001,0,ST009,Completed,67
T04211,19/12/2023 7:33,P5401,Oppo Screen Protector,Screen Protector,Oppo,Oppo 10,Accessory,1,149.51,151,C264,38,Male,Shopee,60,Online Banking,4.8,S004,1.49,ST003,Completed,44
T04212,30/9/2024 1:48,P9951,Vivo Cable,Cable,Vivo,Vivo 11,Accessory,2,58.97,31,C654,60,Male,Shopee,0,Cash,3.6,S004,3.03,ST010,Completed,54
T04213,2/11/2024 2:03,P4475,Realme 19 Speaker Replacement,Speaker,Realme,Realme 19,Repair,1,89,89,C242,55,Female,Shopee,87,Cash,3.8,S004,0,ST001,Completed,20
T04214,29/9/2025 5:54,P5706,Oppo 22 Speaker Replacement,Speaker,Oppo,Oppo 22,Repair,1,349,349,C389,41,Male,Walk-In,104,Credit Card,3.5,S001,0,ST006,Completed,95
T04215,20/11/2022 1:07,P6887,Realme Charger,Charger,Realme,Realme 17,Accessory,3,315.95,108,C416,56,Female,Shopee,30,QR Pay,3.7,S002,8.05,ST006,Completed,88
T04216,20/8/2025 5:14,P9829,Vivo 18 Speaker Replacement,Speaker,Vivo,Vivo 18,Repair,1,322,322,C534,40,Male,Shopee,83,Online Banking,3.3,S001,0,ST003,Completed,100
T04217,7/1/2025 10:29,P8027,Samsung Screen Protector,Screen Protector,Samsung,Samsung 20,Accessory,3,347.69,118,C206,26,Male,Lazada,60,QR Pay,3.3,S003,6.31,ST006,Completed,68
T04218,11/1/2023 3:16,P3667,Oppo Case,Case,Oppo,Oppo 18,Accessory,3,140.83,48,C910,32,Female,Walk-In,60,Cash,4.1,S003,3.17,ST005,Completed,71
T04219,29/3/2023 22:26,P2379,Huawei 10 Camera Replacement,Camera,Huawei,Huawei 10,Repair,1,314,314,C851,30,Male,Walk-In,43,Online Banking,3.7,S003,0,ST006,Completed,28
T04220,7/3/2025 22:56,P8954,Samsung Charger,Charger,Samsung,Samsung 18,Accessory,1,105.28,112,C818,33,Female,Lazada,60,QR Pay,4.8,S003,6.72,ST006,Completed,53
T04221,11/6/2024 7:03,P7012,Realme 18 Screen Replacement,Screen,Realme,Realme 18,Repair,1,266,266,C523,24,Male,Shopee,142,Online Banking,3.4,S004,0,ST006,Completed,95
T04222,25/1/2024 6:29,P6313,Realme 15 Camera Replacement,Camera,Realme,Realme 15,Repair,1,331,331,C766,60,Male,Lazada,64,Cash,3.1,S003,0,ST010,Completed,43
T04223,30/8/2023 1:15,P6120,Samsung Power Bank,Power Bank,Samsung,Samsung 16,Accessory,1,93.26,102,C609,59,Male,Lazada,0,QR Pay,3.2,S002,8.74,ST008,Completed,76
T04224,18/2/2024 0:28,P8375,Huawei Power Bank,Power Bank,Huawei,Huawei 15,Accessory,1,10.94,20,C411,53,Male,Lazada,60,QR Pay,4.9,S001,9.06,ST010,Cancelled,62
T04225,25/2/2023 21:51,P1215,Huawei 13 Motherboard Replacement,Motherboard,Huawei,Huawei 13,Repair,1,394,394,C582,23,Female,Lazada,43,Cash,4.6,S001,0,ST009,Completed,60
T04226,14/5/2023 0:10,P9211,Apple 24 Motherboard Replacement,Motherboard,Apple,Apple 24,Repair,1,293,293,C584,59,Male,Walk-In,135,Online Banking,4.2,S001,0,ST006,Completed,76
T04227,10/5/2025 10:19,P8090,Huawei Charger,Charger,Huawei,Huawei 10,Accessory,2,149.93,75,C529,40,Male,Lazada,30,Cash,4.9,S004,0.07,ST007,Completed,36
T04228,29/8/2024 6:08,P2148,Realme 11 Charging Port Replacement,Charging Port,Realme,Realme 11,Repair,1,186,186,C248,60,Female,Shopee,165,Cash,3.7,S003,0,ST005,Completed,76
T04229,14/12/2023 7:42,P5586,Oppo Case,Case,Oppo,Oppo 24,Accessory,1,89.03,93,C745,44,Female,Walk-In,30,Cash,3.2,S004,3.97,ST005,Completed,2
T04230,18/10/2024 5:31,P5137,Apple Screen Protector,Screen Protector,Apple,Apple 25,Accessory,1,149.18,156,C931,53,Female,Shopee,30,QR Pay,3.5,S004,6.82,ST007,Completed,21
T04231,1/9/2023 1:51,P8158,Huawei Screen Protector,Screen Protector,Huawei,Huawei 13,Accessory,2,320.94,163,C279,26,Male,Walk-In,0,Online Banking,4.3,S003,5.06,ST006,Completed,31
T04232,26/6/2025 3:27,P7316,Vivo 18 Speaker Replacement,Speaker,Vivo,Vivo 18,Repair,1,390,390,C368,32,Male,Lazada,128,Online Banking,4.4,S003,0,ST006,Completed,62
T04233,5/3/2025 8:57,P6135,Apple Screen Protector,Screen Protector,Apple,Apple 11,Accessory,2,64.76,35,C698,21,Female,Shopee,30,Credit Card,3.3,S004,5.24,ST006,Refunded,26
T04234,30/7/2023 5:37,P3071,Xiaomi Headphones,Headphones,Xiaomi,Xiaomi 19,Accessory,1,10.8,20,C842,19,Male,Lazada,60,Credit Card,4.1,S001,9.2,ST009,Completed,99
T04235,1/3/2024 4:49,P8481,Vivo Charger,Charger,Vivo,Vivo 20,Accessory,3,76.28,28,C582,28,Female,Lazada,60,Online Banking,4.4,S002,7.72,ST001,Completed,71
T04236,28/7/2024 5:04,P6972,Vivo 25 Screen Replacement,Screen,Vivo,Vivo 25,Repair,1,213,213,C842,27,Male,Lazada,156,Online Banking,4.9,S001,0,ST004,Cancelled,18
T04237,8/7/2024 6:22,P9074,Xiaomi 24 Speaker Replacement,Speaker,Xiaomi,Xiaomi 24,Repair,1,154,154,C814,59,Female,Lazada,166,QR Pay,5,S001,0,ST008,Completed,57
T04238,26/8/2023 8:25,P5594,Huawei 15 Battery Replacement,Battery,Huawei,Huawei 15,Repair,1,341,341,C849,22,Male,Shopee,140,QR Pay,4.8,S002,0,ST005,Completed,47
T04239,5/1/2024 1:04,P3853,Apple 14 Camera Replacement,Camera,Apple,Apple 14,Repair,1,321,321,C654,58,Female,Walk-In,44,Online Banking,4.9,S001,0,ST001,Completed,24
T04240,23/1/2025 23:24,P3110,Realme 22 Speaker Replacement,Speaker,Realme,Realme 22,Repair,1,355,355,C835,36,Female,Walk-In,67,Online Banking,4.4,S001,0,ST005,Completed,42
T04241,13/5/2025 7:38,P1674,Realme Charger,Charger,Realme,Realme 21,Accessory,3,591.29,199,C811,39,Male,Shopee,30,QR Pay,4.2,S001,5.71,ST003,Completed,21
T04242,5/5/2025 4:03,P9196,Apple Power Bank,Power Bank,Apple,Apple 19,Accessory,2,138.9,74,C275,51,Male,Lazada,30,Online Banking,4.4,S003,9.1,ST005,Completed,79
T04243,12/4/2023 22:12,P3920,Apple 20 Camera Replacement,Camera,Apple,Apple 20,Repair,1,210,210,C548,57,Female,Lazada,135,QR Pay,3.7,S004,0,ST006,Completed,72
T04244,24/8/2024 8:38,P4799,Xiaomi 24 Camera Replacement,Camera,Xiaomi,Xiaomi 24,Repair,1,268,268,C553,29,Male,Shopee,91,Cash,4.4,S003,0,ST003,Completed,43
T04245,1/3/2023 5:28,P6770,Realme 23 Motherboard Replacement,Motherboard,Realme,Realme 23,Repair,1,381,381,C887,34,Female,Shopee,66,Credit Card,3.7,S004,0,ST004,Completed,19
T04246,3/12/2024 6:49,P8860,Vivo 11 Camera Replacement,Camera,Vivo,Vivo 11,Repair,1,300,300,C227,40,Male,Shopee,173,Online Banking,3,S001,0,ST008,Completed,3
T04247,8/3/2025 0:37,P3869,Realme Charger,Charger,Realme,Realme 15,Accessory,1,110.04,113,C632,40,Female,Walk-In,0,Cash,4.6,S002,2.96,ST008,Completed,75
T04248,30/1/2025 21:53,P1386,Samsung Screen Protector,Screen Protector,Samsung,Samsung 17,Accessory,1,158.86,161,C405,23,Male,Shopee,0,Credit Card,4,S001,2.14,ST007,Completed,33
T04249,13/3/2023 23:29,P2989,Oppo 12 Camera Replacement,Camera,Oppo,Oppo 12,Repair,1,341,341,C458,50,Male,Lazada,113,Credit Card,3.7,S004,0,ST002,Completed,24
T04250,28/5/2025 7:35,P9362,Xiaomi 18 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 18,Repair,1,210,210,C452,27,Female,Walk-In,34,Online Banking,4.4,S003,0,ST006,Completed,70
T04251,14/5/2024 1:37,P4665,Samsung 18 Charging Port Replacement,Charging Port,Samsung,Samsung 18,Repair,1,272,272,C775,45,Male,Walk-In,99,QR Pay,3.2,S001,0,ST004,Completed,80
T04252,17/4/2024 8:57,P1552,Oppo Headphones,Headphones,Oppo,Oppo 24,Accessory,1,129.12,136,C195,23,Female,Shopee,30,Credit Card,3.7,S003,6.88,ST007,Completed,64
T04253,7/12/2023 4:02,P7508,Vivo Power Bank,Power Bank,Vivo,Vivo 12,Accessory,2,67.2,38,C135,35,Male,Walk-In,30,QR Pay,3.1,S001,8.8,ST010,Completed,50
T04254,12/5/2023 23:50,P7071,Apple Charger,Charger,Apple,Apple 22,Accessory,1,90.66,97,C106,26,Female,Walk-In,30,Credit Card,4.6,S003,6.34,ST004,Completed,90
T04255,26/3/2025 6:47,P1313,Realme 20 Motherboard Replacement,Motherboard,Realme,Realme 20,Repair,1,101,101,C709,26,Female,Shopee,48,Online Banking,4.8,S003,0,ST006,Completed,69
T04256,11/4/2025 7:34,P7015,Vivo 23 Charging Port Replacement,Charging Port,Vivo,Vivo 23,Repair,1,131,131,C839,55,Female,Walk-In,95,QR Pay,3.6,S001,0,ST009,Cancelled,50
T04257,29/7/2025 10:15,P6746,Realme 20 Motherboard Replacement,Motherboard,Realme,Realme 20,Repair,1,252,252,C684,41,Female,Walk-In,111,Online Banking,3.7,S003,0,ST001,Completed,82
T04258,18/11/2024 5:22,P1469,Huawei 12 Battery Replacement,Battery,Huawei,Huawei 12,Repair,1,331,331,C856,58,Male,Walk-In,172,Cash,3.7,S002,0,ST009,Completed,79
T04259,11/12/2022 9:35,P9089,Realme Cable,Cable,Realme,Realme 18,Accessory,3,522.12,177,C392,20,Female,Walk-In,60,Cash,3.8,S002,8.88,ST009,Cancelled,42
T04260,7/11/2023 3:11,P7858,Huawei 11 Motherboard Replacement,Motherboard,Huawei,Huawei 11,Repair,1,86,86,C978,43,Female,Walk-In,134,Cash,3.6,S003,0,ST005,Completed,66
T04261,16/5/2025 2:38,P8571,Huawei 23 Speaker Replacement,Speaker,Huawei,Huawei 23,Repair,1,130,130,C678,22,Male,Walk-In,89,Cash,3.1,S004,0,ST004,Refunded,64
T04262,26/8/2025 0:30,P8931,Oppo Screen Protector,Screen Protector,Oppo,Oppo 17,Accessory,2,74.23,39,C985,27,Male,Lazada,60,Credit Card,3.3,S002,3.77,ST008,Completed,63
T04263,17/5/2024 10:02,P5662,Xiaomi 22 Speaker Replacement,Speaker,Xiaomi,Xiaomi 22,Repair,1,338,338,C502,30,Female,Lazada,77,Credit Card,3.4,S002,0,ST005,Completed,64
T04264,7/6/2023 5:30,P5878,Huawei Cable,Cable,Huawei,Huawei 17,Accessory,2,160.64,85,C178,43,Male,Shopee,0,QR Pay,3.1,S003,9.36,ST007,Completed,67
T04265,23/12/2022 22:23,P1819,Samsung Charger,Charger,Samsung,Samsung 22,Accessory,2,303.25,155,C686,48,Male,Lazada,30,Credit Card,4.3,S004,6.75,ST004,Completed,6
T04266,15/5/2025 3:18,P2513,Vivo 17 Speaker Replacement,Speaker,Vivo,Vivo 17,Repair,1,205,205,C192,31,Female,Shopee,131,Cash,4.4,S004,0,ST005,Refunded,19
T04267,19/11/2022 1:36,P2322,Xiaomi Screen Protector,Screen Protector,Xiaomi,Xiaomi 21,Accessory,1,103.92,113,C159,35,Male,Walk-In,0,Online Banking,3.9,S004,9.08,ST002,Completed,74
T04268,1/8/2025 2:21,P7742,Xiaomi 11 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 11,Repair,1,202,202,C310,47,Female,Lazada,106,Cash,4.5,S004,0,ST009,Completed,80
T04269,20/4/2024 9:32,P9969,Xiaomi 22 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 22,Repair,1,387,387,C365,55,Female,Lazada,87,Credit Card,3.2,S004,0,ST005,Completed,70
T04270,7/10/2023 9:45,P4565,Realme 21 Charging Port Replacement,Charging Port,Realme,Realme 21,Repair,1,178,178,C575,18,Male,Shopee,92,Cash,4.2,S001,0,ST006,Completed,58
T04271,2/4/2024 6:25,P5187,Xiaomi 19 Camera Replacement,Camera,Xiaomi,Xiaomi 19,Repair,1,394,394,C337,25,Male,Lazada,173,QR Pay,4.6,S002,0,ST003,Completed,77
T04272,1/9/2025 10:15,P2172,Vivo 14 Screen Replacement,Screen,Vivo,Vivo 14,Repair,1,186,186,C262,24,Male,Walk-In,158,Credit Card,3.3,S002,0,ST001,Completed,55
T04273,31/1/2025 7:09,P5443,Huawei Screen Protector,Screen Protector,Huawei,Huawei 23,Accessory,3,69.54,26,C275,34,Male,Lazada,30,Online Banking,3.1,S004,8.46,ST003,Completed,100
T04274,10/9/2024 2:46,P1888,Realme Charger,Charger,Realme,Realme 12,Accessory,3,528.47,177,C356,37,Male,Walk-In,0,Online Banking,4,S001,2.53,ST009,Completed,44
T04275,3/1/2023 22:28,P6250,Realme 22 Screen Replacement,Screen,Realme,Realme 22,Repair,1,396,396,C170,48,Male,Shopee,123,Cash,4.8,S001,0,ST005,Cancelled,41
T04276,25/10/2023 0:14,P7866,Huawei Power Bank,Power Bank,Huawei,Huawei 21,Accessory,1,72.82,80,C823,32,Male,Lazada,30,QR Pay,4.2,S004,7.18,ST009,Completed,62
T04277,26/2/2025 2:57,P7229,Realme 20 Motherboard Replacement,Motherboard,Realme,Realme 20,Repair,1,142,142,C680,43,Female,Shopee,109,Online Banking,3.4,S004,0,ST002,Completed,71
T04278,20/9/2023 10:10,P9059,Oppo Power Bank,Power Bank,Oppo,Oppo 18,Accessory,2,376.03,191,C354,24,Male,Lazada,0,Online Banking,3.5,S004,5.97,ST006,Completed,47
T04279,11/1/2023 6:03,P4023,Vivo 16 Motherboard Replacement,Motherboard,Vivo,Vivo 16,Repair,1,329,329,C244,34,Female,Shopee,55,Credit Card,3.8,S003,0,ST009,Completed,16
T04280,1/7/2023 3:23,P7983,Samsung 11 Charging Port Replacement,Charging Port,Samsung,Samsung 11,Repair,1,395,395,C746,44,Male,Walk-In,114,Online Banking,3.5,S003,0,ST007,Completed,3
T04281,11/5/2024 3:59,P2933,Oppo 22 Battery Replacement,Battery,Oppo,Oppo 22,Repair,1,240,240,C652,60,Female,Walk-In,85,Credit Card,4.1,S001,0,ST007,Completed,0
T04282,7/8/2024 0:24,P9456,Realme Headphones,Headphones,Realme,Realme 19,Accessory,2,243.3,125,C920,56,Male,Walk-In,60,Credit Card,4.5,S003,6.7,ST003,Completed,5
T04283,5/4/2023 9:54,P8836,Huawei 18 Charging Port Replacement,Charging Port,Huawei,Huawei 18,Repair,1,88,88,C265,46,Female,Shopee,170,Cash,4.7,S003,0,ST008,Completed,59
T04284,23/3/2024 22:16,P4418,Vivo Case,Case,Vivo,Vivo 24,Accessory,1,17.17,22,C109,50,Male,Shopee,30,Credit Card,4,S003,4.83,ST007,Completed,37
T04285,8/8/2024 3:47,P4505,Xiaomi 23 Charging Port Replacement,Charging Port,Xiaomi,Xiaomi 23,Repair,1,358,358,C924,32,Female,Lazada,44,Credit Card,4.6,S003,0,ST008,Cancelled,54
T04286,22/7/2023 3:05,P3134,Realme 13 Charging Port Replacement,Charging Port,Realme,Realme 13,Repair,1,376,376,C155,21,Male,Walk-In,109,Online Banking,3.8,S003,0,ST010,Completed,39
T04287,23/6/2023 0:30,P6675,Apple Charger,Charger,Apple,Apple 15,Accessory,2,300.84,153,C623,20,Female,Lazada,0,QR Pay,4.6,S003,5.16,ST010,Completed,25
T04288,3/9/2025 3:53,P6583,Apple Power Bank,Power Bank,Apple,Apple 20,Accessory,1,25.11,35,C812,51,Male,Shopee,60,Online Banking,4.1,S002,9.89,ST002,Completed,10
T04289,16/11/2022 5:44,P5398,Oppo Charger,Charger,Oppo,Oppo 18,Accessory,3,149.22,50,C104,52,Female,Lazada,60,Cash,4.9,S004,0.78,ST002,Completed,24
T04290,7/6/2025 1:01,P1176,Samsung Screen Protector,Screen Protector,Samsung,Samsung 19,Accessory,1,20.29,25,C337,30,Male,Shopee,0,Cash,4.5,S002,4.71,ST007,Completed,62
T04291,10/6/2024 23:19,P2080,Realme 14 Battery Replacement,Battery,Realme,Realme 14,Repair,1,166,166,C745,18,Male,Lazada,79,QR Pay,4.4,S002,0,ST003,Completed,22
T04292,8/3/2023 7:18,P1374,Samsung Headphones,Headphones,Samsung,Samsung 21,Accessory,2,386.45,195,C646,27,Male,Walk-In,60,QR Pay,4.1,S001,3.55,ST006,Refunded,8
T04293,15/9/2023 9:56,P2086,Samsung 20 Motherboard Replacement,Motherboard,Samsung,Samsung 20,Repair,1,97,97,C444,22,Female,Lazada,161,Credit Card,4.1,S004,0,ST001,Completed,61
T04294,31/3/2023 6:35,P2886,Oppo Headphones,Headphones,Oppo,Oppo 13,Accessory,3,339.56,115,C820,46,Female,Lazada,60,Cash,4,S003,5.44,ST004,Completed,50
T04295,23/11/2024 0:18,P3725,Xiaomi 10 Screen Replacement,Screen,Xiaomi,Xiaomi 10,Repair,1,236,236,C857,37,Male,Shopee,159,Credit Card,4,S003,0,ST006,Completed,21
T04296,4/5/2024 7:08,P4643,Vivo 13 Charging Port Replacement,Charging Port,Vivo,Vivo 13,Repair,1,186,186,C522,19,Male,Walk-In,83,Cash,4.2,S001,0,ST004,Completed,74
T04297,29/7/2024 0:25,P2217,Huawei Charger,Charger,Huawei,Huawei 15,Accessory,3,541.81,181,C791,52,Male,Shopee,30,Credit Card,4.7,S003,1.19,ST003,Completed,5
T04298,12/4/2024 0:56,P7461,Xiaomi Case,Case,Xiaomi,Xiaomi 25,Accessory,1,128.35,134,C465,26,Male,Shopee,30,Credit Card,4.9,S002,5.65,ST006,Completed,22
T04299,12/3/2025 21:51,P5680,Oppo Case,Case,Oppo,Oppo 25,Accessory,3,116.56,41,C103,51,Male,Walk-In,30,QR Pay,4.7,S002,6.44,ST002,Completed,13
T04300,24/6/2023 2:49,P3021,Samsung 19 Screen Replacement,Screen,Samsung,Samsung 19,Repair,1,345,345,C758,21,Male,Shopee,72,QR Pay,3.7,S002,0,ST010,Cancelled,68
T04301,10/10/2024 10:04,P8395,Samsung Power Bank,Power Bank,Samsung,Samsung 22,Accessory,1,188.77,198,C279,41,Female,Walk-In,0,Credit Card,4.5,S002,9.23,ST008,Completed,63
T04302,6/9/2024 21:59,P5776,Xiaomi 12 Speaker Replacement,Speaker,Xiaomi,Xiaomi 12,Repair,1,131,131,C742,40,Female,Shopee,169,Credit Card,3.2,S002,0,ST005,Completed,36
T04303,23/4/2024 7:26,P8885,Vivo Case,Case,Vivo,Vivo 22,Accessory,2,390.1,198,C157,28,Male,Lazada,60,Cash,3.8,S003,5.9,ST009,Completed,34
T04304,14/12/2024 5:44,P8178,Huawei Power Bank,Power Bank,Huawei,Huawei 24,Accessory,2,286.38,144,C119,39,Male,Lazada,30,Online Banking,4.3,S002,1.62,ST006,Completed,11
T04305,3/4/2024 23:20,P7180,Apple Power Bank,Power Bank,Apple,Apple 16,Accessory,1,66.1,67,C500,42,Male,Shopee,30,Credit Card,4.4,S001,0.9,ST010,Completed,35
T04306,8/6/2025 3:45,P6413,Realme Headphones,Headphones,Realme,Realme 25,Accessory,1,38.23,41,C129,38,Female,Shopee,30,Online Banking,4.6,S002,2.77,ST006,Completed,99
T04307,10/3/2025 9:36,P4673,Oppo Screen Protector,Screen Protector,Oppo,Oppo 22,Accessory,2,382.99,192,C696,23,Female,Shopee,0,Online Banking,4.4,S001,1.01,ST002,Completed,95
T04308,19/10/2023 10:48,P1521,Vivo Screen Protector,Screen Protector,Vivo,Vivo 16,Accessory,1,178.05,186,C467,20,Female,Lazada,60,QR Pay,3.7,S004,7.95,ST007,Refunded,82
T04309,4/4/2024 2:48,P9529,Huawei Charger,Charger,Huawei,Huawei 25,Accessory,2,362.74,182,C437,38,Male,Walk-In,0,Online Banking,4,S004,1.26,ST006,Completed,57
T04310,4/10/2023 5:49,P9498,Vivo 21 Charging Port Replacement,Charging Port,Vivo,Vivo 21,Repair,1,116,116,C854,35,Male,Shopee,37,Cash,3.3,S002,0,ST006,Completed,58
T04311,15/8/2025 10:18,P9800,Samsung 21 Motherboard Replacement,Motherboard,Samsung,Samsung 21,Repair,1,238,238,C236,32,Female,Lazada,36,Cash,3.6,S002,0,ST007,Completed,3
T04312,27/2/2024 6:39,P6720,Huawei 10 Charging Port Replacement,Charging Port,Huawei,Huawei 10,Repair,1,276,276,C212,51,Male,Shopee,154,Credit Card,5,S001,0,ST004,Completed,56
T04313,14/4/2025 8:57,P3370,Realme Screen Protector,Screen Protector,Realme,Realme 17,Accessory,2,90.48,47,C676,20,Female,Lazada,0,QR Pay,3.1,S003,3.52,ST002,Completed,52
T04314,6/2/2024 23:42,P8250,Huawei 25 Camera Replacement,Camera,Huawei,Huawei 25,Repair,1,391,391,C400,39,Female,Walk-In,86,Online Banking,4.7,S001,0,ST010,Completed,63
T04315,9/7/2024 10:04,P3907,Apple 23 Charging Port Replacement,Charging Port,Apple,Apple 23,Repair,1,257,257,C885,22,Male,Lazada,107,Credit Card,3.8,S002,0,ST008,Completed,67
T04316,12/10/2025 10:09,P5444,Samsung Cable,Cable,Samsung,Samsung 12,Accessory,3,176.19,59,C613,38,Male,Walk-In,0,Cash,4.6,S004,0.81,ST008,Cancelled,15
T04317,28/3/2025 9:49,P2801,Huawei Charger,Charger,Huawei,Huawei 25,Accessory,1,96,103,C919,29,Female,Lazada,30,Cash,3.3,S004,7,ST008,Refunded,32
T04318,4/11/2022 0:07,P5065,Apple Power Bank,Power Bank,Apple,Apple 17,Accessory,3,238.11,82,C648,52,Male,Lazada,60,Online Banking,3.9,S003,7.89,ST004,Completed,59
T04319,15/12/2022 22:04,P3235,Apple Screen Protector,Screen Protector,Apple,Apple 17,Accessory,3,505.33,169,C751,59,Female,Shopee,0,Online Banking,3.6,S003,1.67,ST003,Completed,85
